director,title
Floria Sigismondi,The Turning
Jake Kasdan,The TV Set
Matthew Rankin,The Twentieth Century
Bill Condon,The Twilight Saga: Breaking Dawn - Part 1
Bill Condon,The Twilight Saga: Breaking Dawn - Part 2
David Slade,The Twilight Saga: Eclipse
Chris Weitz,The Twilight Saga: New Moon
Yôji Yamada,The Twilight Samurai
Hossein Amini,The Two Faces of January
Fernando Meirelles,The Two Popes
Robert Luketic,The Ugly Truth
Michael O. Sajbel,The Ultimate Gift
"Michael Landon, Jr.",The Ultimate Life
Gus Holwerda,The Unbelievers
David S. Goyer,The Unborn
Stephen K. Bannon,The Undefeated
Nora Fingscheidt,The Unforgivable
Evan Spiliotopoulos,The Unholy
Charles Guard,The Uninvited
Matthew Ryan Hoge,The United States of Leland
Lee Daniels,The United States vs. Billie Holiday
Christina Clausen,The Universe of Keith Haring
Jean-Pierre Dardenne,The Unknown Girl
Errol Morris,The Unknown Known
Giuseppe Tornatore,The Unknown Woman
Sheldon Wilson,The Unspoken
Amat Escalante,The Untamed
Keith Beauchamp,The Untold Story of Emmett Louis Till
Neil Burger,The Upside
Mike Binder,The Upside of Anger
David Leaf,The U.S. vs. John Lennon
Francis Veber,The Valet
Shawn Christensen,The Vanishing Of Sidney Hall
Andrew Patterson,The Vast of Night
Mark Neveldine,The Vatican Tapes
Marie Amiguet,The Velvet Queen
Todd Haynes,The Velvet Underground
Julio Quintana,The Vessel
Keith Thomas,The Vigil
M. Night Shyamalan,The Village
Byung-gil Jung,The Villainess
Kerem Sanga,The Violent Heart
Sofia Coppola,The Virgin Suicides
Andrew Gurland,The Virginity Hit
Nick Stagliano,The Virtuoso
Jordan Walker-Pearlman,The Visit
M. Night Shyamalan,The Visit
Philip Saville,The Visual Bible: The Gospel of John
Marjane Satrapi,The Voices
Jeremy Gillespie,The Void
Michael Sucsy,The Vow
Michael Mohan,The Voyeurs
Jonathan Levine,The Wackness
Henri-Georges Clouzot,The Wages of Fear (1953)
Hong-jin Na,The Wailing
M. Blash,The Wait
Peter Nicks,The Waiting Room
Ruth Beckermann,The Waldheim Waltz
Robert Zemeckis,The Walk
Paul Schrader,The Walker
Doug Liman,The Wall
Frant Gwo,The Wandering Earth
Nick Sandow,The Wannabe
Nicholas Bateman,The Wanting Mare
Deborah Scranton,The War Tapes
Tim Hill,The War with Grandpa
Joseph Castelo,The War Within
John Carpenter,The Ward
Sngmoo Lee,The Warrior's Way
DJ Pooh,The Wash
Akiva Schaffer,The Watch
Joe Charbanic,The Watcher
Russell Crowe,The Water Diviner
Jay Russell,The Water Horse
David Oyelowo,The Water Man
Roar Uthaug,The Wave
Gille Klabin,The Wave
Emilio Estevez,The Way
Peter Weir,The Way Back
Gavin O'Connor,The Way Back
Daniel Ribeiro,The Way He Looks
Jeong-hyang Lee,The Way Home
Dawn Porter,The Way I See It
Christopher McQuarrie,The Way of the Gun
Jim Rash,"The Way, Way Back"
Aron Gaudet,The Way We Get By
Ming-liang Tsai,The Wayward Cloud
Michel Gondry,The We and the I
Gore Verbinski,The Weather Man
Bill Siegel,The Weather Underground
Clare Kilner,The Wedding Date
Michael Winterbottom,The Wedding Guest
Adam Shankman,The Wedding Planner
Jeremy Garelick,The Wedding Ringer
Karin Albou,The Wedding Song
Nigel Cole,The Wedding Video
Bruce Leddy,The Wedding Weekend
Robert Smigel,The Week Of
Brian Skeet,The Weekend
Kathryn Bigelow,The Weight of Water
Andrew Wilson,The Wendell Baker Story
Michael Parfit,The Whale
Larysa Kondracki,The Whistleblower
Corneliu Porumboiu,The Whistlers
James Ivory,The White Countess
Ralph Fiennes,The White Crow
Werner Herzog,The White Diamond
Michael Haneke,The White Ribbon
Jonathan Lynn,The Whole Nine Yards
Howard Deutch,The Whole Ten Yards
Courtney Hunt,The Whole Truth
Michael Sturminger,The Whore's Son
Neil LaBute,The Wicker Man
Patrice Leconte,The Widow of Saint-Pierre
Björn Runge,The Wife
Steve 'Spaz' Williams,The Wild
Werner Herzog,The Wild Blue Yonder
Yi'nan Diao,The Wild Goose Lake
Ben Stassen,The Wild Life
Judy Irving,The Wild Parrots of Telegraph Hill
Nuri Bilge Ceylan,The Wild Pear Tree
Cathy Malkasian,The Wild Thornberrys Movie
Anthony Geffen,The Wildest Dream
Cory Evans,The Willoughbys
Emma Tammi,The Wind
Hayao Miyazaki,The Wind Rises
Ken Loach,The Wind That Shakes the Barley
Abbas Kiarostami,The Wind Will Carry Us
James C. Strouse,The Winning Season
Po-Chih Leong,The Wisdom of Crocodiles
Robert Eggers,The Witch
Robert Zemeckis,The Witches
James D. Solomon,The Witness
André Téchiné,The Witnesses
Cristóbal León,The Wolf House
Jim Cummings,The Wolf of Snow Hollow
Martin Scorsese,The Wolf of Wall Street
Joe Johnston,The Wolfman
Crystal Moselle,The Wolfpack
James Mangold,The Wolverine
Will Gould,The Wolves of Kromer
Lucky McKee,The Woman
Robinson Devor,The Woman Chaser
James Watkins,The Woman in Black
Tom Harper,The Woman in Black 2: Angel of Death
Pawel Pawlikowski,The Woman in the Fifth
Joe Wright,The Woman in the Window
Philippe Le Guay,The Woman on the 6th Floor
Lav Diaz,The Woman Who Left
Alison Reid,The Woman Who Loves Giraffes
Sang-soo Hong,The Woman Who Ran
Vadim Jendreyko,The Woman with the 5 Elephants
Diane English,The Women
Emil Ben-Shimon,The Women's Balcony
Alice Rohrwacher,The Wonders
Scott Willis,The Woodmans
Nicole Kassell,The Woodsman
Brian Klugman,The Words
Gethin Aldous,The Work
Adam Sobel,The Workers Cup
Laurent Cantet,The Workshop
Romain Gavras,The World Is Yours
David Burris,The World Made Straight
Mona Fastvold,The World to Come
Edgar Wright,The World's End
Roger Donaldson,The World's Fastest Indian
John Trengove,The Wound
Denny Tedesco,The Wrecking Crew
Darren Aronofsky,The Wrestler
Brett Pierce,The Wretched
Tyler Spindel,The Wrong Missy
Chris Carter,The X Files: I Want to Believe
James Gray,The Yards
Cao Hamburger,The Year My Parents Went on Vacation
Anthony Chen,The Year of the Everlasting Storm
Adam Del Deo,The Year of the Yao
Alexandre Moors,The Yellow Birds
Hong-jin Na,The Yellow Sea
Chris Smith,The Yes Men
Andy Bichlbaum,The Yes Men Are Revolting
Jean-Pierre Jeunet,The Young and Prodigious T.S. Spivet
Simon Wincer,The Young Black Stallion
James Ryan,The Young Girl and the Monsoon
Raoul Peck,The Young Karl Marx
Cyrus Nowrasteh,The Young Messiah
Catherine Jelski,The Young Unknowns
Jean-Marc Vallée,The Young Victoria
Unjoo Moon,The Zen of Bennett
Terry Gilliam,The Zero Theorem
John W. Walter,Theater of War
Naji Abu Nowar,Theeb
Santosh Sivan,Theeviravaathi: The Terrorist
Lone Scherfig,Their Finest
Joachim Trier,Thelma
David Moreau,Them
Brittany Poulton,Them That Follow
Peter Hutchings,Then Came You
Helen Hunt,Then She Found Me
David Schisgall,Theo Who Lived
David Rühm,Therapy for a Vampire
Claude Miller,Thérèse
Roland Joffé,There Be Dragons
Mohammad Rasoulof,There Is No Evil
Paul Thomas Anderson,There Will Be Blood
Patrick Brice,There's Someone Inside Your House
Leonardo Defilippis,Thérèse: The Story of Saint Thérèse of Lisieux
Bassam Tariq,These Birds Walk
Zak Hilditch,These Final Hours
Robert Harmon,They
Robert H. Lieberman,They Call It Myanmar: Lifting the Curtain
Ben Lear,They Call Us Monsters
Philip Gelatt,They Remain
Peter Jackson,They Shall Not Grow Old
Morgan Neville,They'll Love Me When I'm Dead
Jay Lender,They're Watching
Robert Pulcini,Things Heard & Seen
Mia Hansen-Løve,Things to Come
Susanne Bier,Things We Lost in the Fire
Rodrigo García,Things You Can Tell Just by Looking at Her
Tim Story,Think Like a Man
Tim Story,Think Like a Man Too
Chris Browne,Third World Cop
Chan-wook Park,Thirst
Nathan Silver,Thirst Street
Catherine Hardwicke,Thirteen
David D. Williams,Thirteen
Jill Sprecher,Thirteen Conversations About One Thing
Roger Donaldson,Thirteen Days
Steve Beck,Thirteen Ghosts
Marten Persiel,This Ain't California
Simon Aboud,This Beautiful Fantastic
Avi Lewis,This Changes Everything
Tom Donahue,This Changes Everything
Preston A. Whitmore II,This Christmas
Steven Greenstreet,This Divided State
Kirby Dick,This Film Is Not Yet Rated
Judd Apatow,This Is 40
Daniel McCabe,This Is Congo
Shane Meadows,This Is England
Barbara Kopple,This Is Everything: Gigi Gorgeous
Kenny Ortega,This Is It
Chad Hartigan,This Is Martin Bonner
Lemohang Jeremiah Mosese,"This Is Not a Burial, It's a Resurrection"
Jafar Panahi,This Is Not a Film
Yung Chang,This Is Not a Movie
Hari Sama,This Is Not Berlin
Lucas Belvaux,This Is Our Land
Evan Goldberg,This Is the End
Shawn Levy,This Is Where I Leave You
McG,This Means War
Paolo Sorrentino,This Must Be the Place
Gene Graham,This One's for the Ladies
Stephen Marshall,This Revolution
Michael Almereyda,This So-Called Disaster: Sam Shepard Directs the Late Henry Moss
Danny Provenzano,This Thing of Ours
Britt Allcroft,Thomas and the Magic Railroad
Pierre-Paul Renders,Thomas in Love
Taika Waititi,Thor: Ragnarok
Taylor Sheridan,Those Who Wish Me Dead
Josephine Decker,Thou Wast Mild and Lovely
Robby Henson,Thr3e
Johnnie To,Three
Martin McDonagh,"Three Billboards Outside Ebbing, Missouri"
Jon Avnet,Three Christs
Michael Meredith,Three Days of Rain
Chan-wook Park,Three... Extremes
Tim Wardle,Three Identical Strangers
Nuri Bilge Ceylan,Three Monkeys
Susan Kaplan,Three of Hearts: A Postmodern Family
Jan Zabeil,Three Peaks
Lutz Hachmeister,Three Stars
Hsiao-hsien Hou,Three Times
Thomas Allen Harris,Through a Lens Darkly: Black Photographers And The Emergence Of A People
Alistair Christopher,Through the Fire
Sascha Paladino,Throw Down Your Heart
Mike Mills,Thumbsucker
Ben Stassen,Thunder and the House of Magic
Ben Falcone,Thunder Force
Jim Cummings,Thunder Road
Mark Landsman,Thunder Soul
Jonathan Frakes,Thunderbirds
Graham Coleman,Tibet: A Buddhist Trilogy
Tom Piozet,Tibet: Cry of the Snow Lion
Lin-Manuel Miranda,"tick, tick...Boom!"
David Farrier,Tickled
Sara Taksler,Tickling Giants
Terry Gilliam,Tideland
Lawrence Blume,Tiger Eyes
Joel Schumacher,Tigerland
Issa López,Tigers Are Not Afraid
Alan Yang,Tigertail
Avishai Sivan,Tikkun
Michael Petroni,Till Human Voices Wake Us
Eric Wareheim,Tim and Eric's Billion Dollar Movie
Abderrahmane Sissako,Timbuktu
Ki-duk Kim,Time
Garrett Bradley,Time
Hark Tsui,Time and Tide
Michael Haneke,Time of the Wolf
Laurent Cantet,Time Out
Oren Moverman,Time Out of Mind
Charles Ferguson,Time to Choose
François Ozon,Time to Leave
Mike Figgis,Timecode
Nacho Vigalondo,Timecrimes
Thomas McCarthy,Timmy Failure: Mistakes Were Made
Teller,Tim's Vermeer
Daniel Lindsay,Tina
Tomas Alfredson,Tinker Tailor Soldier Spy
Lena Dunham,Tiny Furniture
Johan von Sydow,Tiny Tim: King for a Day
Serge Bozon,Tip Top
Raymond De Felitta,'Tis Autumn: The Search for Jackie Paris
Art Vitello,Titan A.E.
Julia Ducournau,Titane
Roger Michell,Titanic Town
André Catoto,Tito and the Birds
Kevin Munroe,TMNT
Michael Fimognari,To All the Boys: Always and Forever
Susan Johnson,To All the Boys I've Loved Before
Michael Fimognari,To All the Boys: P.S. I Still Love You
Nicolas Philibert,To Be and to Have
Amy Sultan,To Be Heard
Jennifer Kroot,To Be Takei
João Pedro Rodrigues,To Die Like a Man
Shawn Snyder,To Dust
Woody Allen,To Rome with Love
Brian Baugh,To Save a Life
Greg MacGillivray,To the Arctic
Marti Noxon,To the Bone
Kiyoshi Kurosawa,To the Ends of the Earth
Pedro González-Rubio,Alamar (To the Sea)
Martha Stephens,To the Stars
Terrence Malick,To the Wonder
S.J. Clarkson,Toast
David Kaplan,Today's Special
Kaige Chen,Together
Lukas Moodysson,Together
Justin Martin,Together
Nikole Beckwith,Together Together
Ericson Core,Togo
Joon-ho Bong,Tokyo!
Jean-Pierre Limosin,Tokyo Eyes
Kiyoshi Kurosawa,Tokyo Sonata
Shion Sono,Tokyo Tribe
John Haptas,Tokyo Waka: A City Poem
Dome Karukoski,Tolkien
Xavier Dolan,Tom at the Farm
Stefano Sollima,Tom Clancy’s Without Remorse
Mark Moormann,Tom Dowd & the Language of Music
Tim Story,Tom & Jerry
Dome Karukoski,Tom of Finland
Mary Wharton,"Tom Petty, Somewhere You Feel Free"
Roar Uthaug,Tomb Raider
Céline Sciamma,Tomboy
Gregory Poirier,Tomcats
Abel Ferrara,Tommaso
Jason Connery,Tommy's Honour
Cyril Dion,Tomorrow
Brad Bird,Tomorrowland
Timothy Greenfield-Sanders,Toni Morrison: The Pieces I Am
David Mackenzie,Tonight You're Mine
Joe Berlinger,Tony Robbins: I Am Not Your Guru
Jun Ichikawa,Tony Takitani
Dennis Hauck,Too Late
Dominga Sotomayor Castillo,Too Late to Die Young
David Maquiling,Too Much Sleep
Michael Lembeck,Tooth Fairy
Chris Rock,Top Five
Jeremiah Birnbaum,Torn
Joseph Kahn,Torque
Pablo Berger,Torremolinos 73
María Ripoll,Tortilla Soup
Benoît Jacquot,Tosca
Len Wiseman,Total Recall (2012)
Alex Gibney,Totally Under Control
Adina Pintilie,Touch Me Not
Ian Iqbal Rashid,Touch of Pink
Thomas Riedelsheimer,Touch the Sound: A Sound Journey with Evelyn Glennie
Paul Dalio,Touched With Fire
Logan Miller,Touching Home
Kevin Macdonald,Touching the Void
Lynn Shelton,Touchy Feely
Zaida Bergroth,Tove
Alan Ball,Towelhead
Brett Ratner,Tower Heist
Peter Chelsom,Town & Country
Lee Unkrich,Toy Story 3
Josh Cooley,Toy Story 4
Jirí Barta,Toys in the Attic
Daniel Benmayor,Tracers
John Curran,Tracks
Marco Kreuzpaintner,Trade
Steven Soderbergh,Traffic
Deon Taylor,Traffik
Tyler MacIntyre,Tragedy Girls
Sang-ho Yeon,Train to Busan
Antoine Fuqua,Training Day
Judd Apatow,Trainwreck
Jeffrey Nachmanoff,Traitor
Adam Leon,Tramps
Danny Boyle,Trance
Duncan Tucker,Transamerica
Michael Bay,Transformers
Michael Bay,Transformers: Age Of Extinction
Michael Bay,Transformers: Dark of the Moon
Michael Bay,Transformers: Revenge of the Fallen
Michael Bay,Transformers: The Last Knight
Christian Petzold,Transit
Greg Kwedar,Transpecos
Olivier Megaton,Transporter 3
Brad Anderson,Transsiberian
David Hillenbrand,Transylmania
Luis Mandoki,Trapped
Dawn Porter,Trapped
Christian Duurvoort,Trash
Richard Bates Jr.,Trash Fire
Harmony Korine,Trash Humpers
Khyentse Norbu,Travelers and Magicians
John Musker,Treasure Planet
So Yong Kim,Treeless Mountain
Sandi Simcha Dubowski,Trembling Before G-d
Joel Schumacher,Trespass
Adam Smith,Trespass Against Us
Orson Oblowitz,Trespassers
Johnnie To,Triad Election
Edward Zwick,Trial by Fire
Theodoros Angelopoulos,Trilogy: The Weeping Meadow
John Hillcoat,Triple 9
J.C. Chandor,Triple Frontier
Michael Winterbottom,Trishna
Kevin Reynolds,Tristan and Isolde
Alan Rudolph,Trixie
André Øvredal,Trollhunter
Mike Mitchell,Trolls
Daron Nefcy,Trolls World Tour
Liv Ullmann,Trolösa
Joseph Kosinski,TRON: Legacy
Amber Templemore-Finlayson,Troop Zero
Christina Clusiau,Trophy
Ben Stiller,Tropic Thunder
Apichatpong Weerasethakul,Tropical Malady
Morgan Neville,Troubadours
Claire Denis,Trouble Every Day
Carl Deal,Trouble the Water
Robert Lorenz,Trouble with the Curve
James Crump,Troublemakers: The Story of Land Art
Wolfgang Petersen,Troy
James Mottern,Trucker
Heather Rae,Trudell
Ethan Coen,True Grit
Justin Kurzel,True History of the Kelly Gang
Woo-ping Yuen,True Legend
Naomi Kawase,True Mothers
Cesc Gay,Truman
Lisa Immordino Vreeland,Truman & Tennessee: An Intimate Conversation
Peter Askin,Trumbo
Jay Roach,Trumbo
David Schwimmer,Trust
Bart Freundlich,Trust the Man
James Vanderbilt,Truth
Gavin Hood,Tsotsi
Stéphane Lafleur,Tu Dors Nicole
Jay Russell,Tuck Everlasting
Justin Chadwick,Tulip Fever
Hilary Birmingham,Tully
Jason Reitman,Tully
Sergei Dvortsevoy,Tulpan
Sean Mewshaw,Tumbledown
Lauren Lazin,Tupac: Resurrection
David Soren,Turbo
John Stockwell,Turistas
Robert Adetuyi,Turn It Up
Jannicke Systad Jacobsen,"Turn Me On, Dammit!"
Chris Eigeman,Turn the River
Nick Stringer,Turtle: The Incredible Journey
Bahman Ghobadi,Turtles Can Fly
Kevin Smith,Tusk
Veit Helmer,Tuvalu
Quanan Wang,Tuya's Marriage
Joel Schumacher,Twelve
Michael Cuesta,Twelve and Holding
Jeff Lipsky,Twelve Thirty
Bruno Dumont,Twentynine Palms
Sergio Castellitto,Twice Born
Catherine Hardwicke,Twilight
Ray Yeung,Twilight's Kiss
Ryan Miyamoto,Twinsters
Jacob Tierney,Twist
Kirby Dick,Twist of Faith
Philip Kaufman,Twisted
Jean-Jacques Annaud,Two Brothers
Mark Brown,Two Can Play That Game
Jean-Pierre Dardenne,"Two Days, One Night"
João Pedro Rodrigues,Two Drifters
Raymond De Felitta,Two Family House
D.J. Caruso,Two for the Money
Zeshawn Ali,Two Gods
Emmanuel Laurent,Two in the Wave
James Gray,Two Lovers
Kim Nguyen,Two Lovers and a Bear
John Henderson,Two Men Went to War
Max Nichols,Two Night Stand
Neil Turitz,Two Ninas
Filippo Meneghetti,Two of Us
Lev Kalman,Two Plains & a Fancy
Alex R. Johnson,Two Step
Steve Stockman,Two Weeks
Marc Lawrence,Two Weeks Notice
Pavel Lungin,Tycoon: A New Russian
Jim de Sève,Tying the Knot
Tyler Perry,Tyler Perry's A Madea Family Funeral
Tyler Perry,Tyler Perry's Acrimony
Tyler Perry,Tyler Perry's Boo 2! A Madea Halloween
Tyler Perry,Tyler Perry's Temptation
Tyler Perry,Tyler Perry's The Single Moms Club
Kyung-Taek Kwak,Typhoon
Paddy Considine,Tyrannosaur
Sebastián Silva,Tyrel
Jonathan Mostow,U-571
Mark Dornford-May,U-Carmen e-Khayelitsha
Andrew Douglas,U Want Me 2 Kill Him?
Kelly Asbury,UglyDolls
Bruce Hendricks,Ultimate X: The Movie
Whitney Smith,Ultrasuede: In Search of Halston
Kurt Wimmer,Ultraviolet
Ami Horowitz,U.N. Me
Benedict Andrews,Una
Lucy Mulloy,Una Noche
Paul Feig,Unaccompanied Minors
M. Night Shyamalan,Unbreakable
Angelina Jolie,Unbroken
Harold Cronk,Unbroken: Path to Redemption
Anna Sandilands,Uncertain
Nathan Silver,Uncertain Terms
David Siegel,Uncertainty
Apichatpong Weerasethakul,Uncle Boonmee Who Can Recall His Past Lives
Alan Ball,Uncle Frank
Aaron Brookner,Uncle Howard
Robert Shallcross,Uncle Nino
Joaquín Oristrell,Unconscious
